preco_imov;id_imov;cidade;endereco;titulo_imov;vaga;banheiro;condominio;iptu_mes;metros;valor_m2;bairro
R$ 958.000; 151QYPB;São Paulo;Rua Estela;Apartamento à venda em Vila Mariana com 80 m², 2 quartos, 1 suíte, 2 vagas;2;3;R$ 1.200; R$ 101,00 ;80;R$ 11.975;   Vila Mariana       
R$ 1.189.000; HVUF9O;São Paulo;Rua Ipiranga;Apartamento à venda em Campo Belo com 110 m², 3 quartos, 3 suítes, 2 vagas;2;4;R$ 1.040; R$ 378,00 ;110;R$ 10.809;   Campo Belo         
R$ 1.500.999; 14C3OLY;São Paulo;Rua Faustolo;Apartamento à venda em Lapa com 92 m², 2 quartos, 1 suíte, 2 vagas;2;3;R$ 885; R$ 454,00 ;92;R$ 16.315;   Lapa         
R$ 550.000; 1FOWMBJ;São Paulo;Rua Catumbi;Apartamento à venda em Belém com 65 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 500; R$ 20,00 ;65;R$ 8.462;   Belém         
R$ 1.300.000; 3CSFKK;São Paulo;Rua Oscar Freire;Apartamento à venda em Pinheiros com 100 m², 3 quartos, 1 suíte, 1 vaga;1;3;R$ 1.228; R$ 91,50 ;100;R$ 13.000;   Pinheiros       
R$ 1.200.000; 5USAUM;São Paulo;Rua Bergamota;Apartamento à venda em Alto de Pinheiros com 100 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 1.200; R$ 328,00 ;100;R$ 12.000;   Alto de Pinheiros       
R$ 1.065.000; PQCRPU;São Paulo;Rua Cajaíba;Apartamento à venda em Perdizes com 69 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 1.000; R$ 423,50 ;69;R$ 15.435;   Perdizes       
R$ 669.000; 1P4H4SB;São Paulo;Rua Caravelas;Apartamento à venda em Vila Mariana com 50 m², 1 quarto, 1 suíte, 1 vaga;1;1;R$ 632; R$ 346,00 ;50;R$ 13.380;   Vila Mariana       
R$ 496.800; UHBDEA;São Paulo;Rua Aimberê;Apartamento à venda em Perdizes com 39 m², 1 quarto, 1 vaga;1;1;R$ 700; R$ 51,00 ;39;R$ 12.738;   Perdizes       
R$ 1.177.600; POQ8PF;São Paulo;Rua Isabel de Castela;Apartamento à venda em Vila Madalena com 93 m², 3 quartos, 1 suíte, 2 vagas;2;4;R$ 1.000; R$ 331,00 ;93;R$ 12.662;   Vila Madalena         
R$ 550.000; AT5ASC;São Paulo;Rua Cristiano Viana;Apartamento à venda em Pinheiros com 28 m², 1 quarto, 1 suíte;0;1;R$ 300; R$ -   ;28;R$ 19.643;   Pinheiros       
R$ 477.000; WW2PBN;São Paulo;Rua Ibitirama;Apartamento à venda em Vila Prudente com 65 m², 2 quartos, 1 suíte, 1 vaga;1;1;R$ 687; R$ 13,00 ;65;R$ 7.338;   Vila Prudente       
R$ 570.000; 10QK4JW;São Paulo;Rua Monte Aprazível;Apartamento à venda em Moema Pássaros com 34 m², 1 quarto, 1 vaga;1;1;R$ 800; R$ 211,00 ;34;R$ 16.765;   Moema Pássaros         
R$ 1.469.000; BGJNT7;São Paulo;Avenida Portugal;Apartamento à venda em Brooklin com 73 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 1.000; R$ 250,00 ;73;R$ 20.123;   Brooklin         
R$ 875.000; WN14BT;São Paulo;Rua dos Pinheiros;Apartamento à venda em Pinheiros com 50 m², 1 quarto, 1 suíte, 1 vaga;1;1;R$ 580; R$ 104,00 ;50;R$ 17.500;   Pinheiros       
R$ 1.600.000; 12WX976;São Paulo;Rua Francisco Leitão;Apartamento à venda em Pinheiros com 102 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 1.300; R$ 356,00 ;102;R$ 15.686;   Pinheiros       
R$ 1.375.000; 14BC4MG;São Paulo;Rua Doutor Augusto de Miranda;Apartamento à venda em Vila Romana com 106 m², 3 quartos, 1 suíte, 2 vagas;2;4;R$ 890; R$ 583,00 ;106;R$ 12.972;   Vila Romana         
R$ 850.000; HGA2IM;São Paulo;Rua Canário;Apartamento à venda em Moema Pássaros com 63 m², 2 quartos, 1 vaga;1;2;R$ 987; R$ 379,00 ;63;R$ 13.492;   Moema Pássaros         
R$ 506.000; 12FIYAQ;São Paulo;Rua Doutor Miranda de Azevedo;Apartamento à venda em Vila Romana com 52 m², 2 quartos, 1 vaga;1;1;R$ 700; R$ 700,00 ;52;R$ 9.731;   Vila Romana         
R$ 1.250.000; 9USMZU;São Paulo;Rua Doutor José de Andrade Figueira;Apartamento à venda em Vila Andrade com 126 m², 3 quartos, 3 suítes, 2 vagas;2;5;R$ 1.037; R$ 414,00 ;126;R$ 9.921;   Vila Andrade         
R$ 1.485.000; 1N04TLH;São Paulo;Rua Oscar Freire;Apartamento à venda em Jardim América com 100 m², 2 quartos, 1 suíte, 1 vaga;1;3;R$ 1.200; R$ 300,00 ;100;R$ 14.850;   Jardim América         
R$ 905.000; AT57QK;São Paulo;Avenida Nove de Julho;Apartamento à venda em Jardim Paulista com 56 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 957; R$ 377,00 ;56;R$ 16.161;   Jardim Paulista       
R$ 900.000; 1EQXLSV;São Paulo;Rua Cotoxó;Apartamento à venda em Perdizes com 75 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 775; R$ 186,00 ;75;R$ 12.000;   Perdizes       
R$ 699.000; DWVP55;São Paulo;Avenida Mazzei;Apartamento à venda em Tucuruvi com 67 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 465; R$ 23,00 ;67;R$ 10.433;   Tucuruvi         
R$ 540.000; 6R6N35;São Paulo;Rua das Giestas;Apartamento à venda em Vila Prudente com 70 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 390; R$ 170,00 ;70;R$ 7.714;   Vila Prudente       
R$ 1.000.000; 8NDS4S;São Paulo;Rua Artur de Azevedo;Apartamento à venda em Pinheiros com 105 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 1.463; R$ 311,00 ;105;R$ 9.524;   Pinheiros       
R$ 1.850.000; UL1TA6;São Paulo;Rua Guararapes;Apartamento à venda em Brooklin com 111 m², 2 quartos, 2 suítes, 2 vagas;2;3;R$ 1.300; R$ 504,00 ;111;R$ 16.667;   Brooklin         
R$ 600.000; 16RJ8Q3;São Paulo;Rua Doutor Suzano Brandão;Apartamento à venda em Vila Matilde com 65 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 500; R$ 100,00 ;65;R$ 9.231;   Vila Matilde       
R$ 993.600; 1XJ3QC2;São Paulo;Rua Batataes;Apartamento à venda em Jardim Paulista com 105 m², 2 quartos, 1 vaga;1;2;R$ 1.100; R$ 250,00 ;105;R$ 9.463;   Jardim Paulista       
R$ 1.080.000; V4Q1IB;São Paulo;Rua São Benedito;Apartamento à venda em Santo Amaro com 70 m², 1 quarto, 1 suíte, 1 vaga;1;1;R$ 850; R$ 231,00 ;70;R$ 15.429;   Santo Amaro         
R$ 1.500.000; L2G2J5;São Paulo;Rua Cristiano Viana;Apartamento à venda em Pinheiros com 73 m², 1 quarto, 1 suíte, 1 vaga;1;2;R$ 640; R$ 100,00 ;73;R$ 20.548;   Pinheiros       
R$ 1.350.000; VLCWMA;São Paulo;Rua Guaipá;Apartamento à venda em Alto da Lapa com 126 m², 2 quartos, 1 suíte, 3 vagas;3;3;R$ 1.200; R$ 492,00 ;126;R$ 10.714;   Alto da Lapa       
R$ 1.050.000; GG8KLA;São Paulo;Rua Paula Ney;Apartamento à venda em Aclimação com 67 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 800; R$ 225,00 ;67;R$ 15.672;   Aclimação         
R$ 1.050.000; 15VADPF;São Paulo;Rua Loefgren;Apartamento à venda em Bosque da Saúde com 84 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 1.200; R$ 370,00 ;84;R$ 12.500;   Bosque da Saúde         
R$ 993.600; 10OJI7F;São Paulo;Alameda Jauaperi;Apartamento à venda em Moema Pássaros com 73 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 750; R$ 76,00 ;73;R$ 13.611;   Moema Pássaros         
R$ 565.000; 1L8URWU;São Paulo;Avenida Brigadeiro Luís Antônio;Apartamento à venda em Jardim Paulista com 43 m², 1 quarto, 1 suíte, 1 vaga;1;1;R$ 1.500; R$ 250,00 ;43;R$ 13.140;   Jardim Paulista       
R$ 320.000; 1OUIOSO;São Paulo;Rua Rocha;Apartamento à venda em Bela Vista com 36 m², 1 quarto, 1 suíte, 1 vaga;1;1;R$ 680; R$ -   ;36;R$ 8.889;   Bela Vista         
R$ 680.000; B613OA;São Paulo;Rua Ministro Ferreira Alves;Apartamento à venda em Perdizes com 49 m², 1 quarto, 1 suíte, 1 vaga;1;2;R$ 442; R$ 9,00 ;49;R$ 13.878;   Perdizes       
R$ 333.000; 17WP393;São Paulo;Rua Baronesa de Bela Vista;Apartamento à venda em Campo Belo com 45 m², 1 quarto, 1 vaga;1;1;R$ 480; R$ 26,00 ;45;R$ 7.400;   Campo Belo         
R$ 1.000.000; 18C1IPH;São Paulo;Rua Cristiano Viana;Apartamento à venda em Pinheiros com 70 m², 2 quartos, 1 suíte, 2 vagas;2;3;R$ 1.100; R$ 282,00 ;70;R$ 14.286;   Pinheiros       
R$ 2.120.000; 3OEYNZ;São Paulo;Rua Helena;Apartamento à venda em Brooklin com 97 m², 2 quartos, 1 suíte, 2 vagas;2;3;R$ 1.100; R$ 344,00 ;97;R$ 21.856;   Brooklin         
R$ 640.000; RI79OE;São Paulo;Rua José Tavares de Siqueira;Apartamento à venda em Tatuapé com 51 m², 1 quarto, 1 vaga;1;1;R$ 400; R$ 179,00 ;51;R$ 12.549;   Tatuapé         
R$ 580.000; 1GZ8YTV;São Paulo;Rua Curuena;Apartamento à venda em Vila Formosa com 74 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 516; R$ 66,00 ;74;R$ 7.838;   Vila Formosa       
R$ 980.000; 1F5VNPZ;São Paulo;Rua Mateus Grou;Apartamento à venda em Pinheiros com 64 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 800; R$ 270,00 ;64;R$ 15.313;   Pinheiros       
R$ 820.000; KVUYTT;São Paulo;Avenida Giovanni Gronchi;Apartamento à venda em Vila Andrade com 95 m², 2 quartos, 2 suítes, 2 vagas;2;3;R$ 750; R$ 327,00 ;95;R$ 8.632;   Vila Andrade         
R$ 1.590.000; 157ZZCM;São Paulo;Avenida Doutor Cardoso de Melo;Apartamento à venda em Vila Olímpia com 75 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 960; R$ 495,00 ;75;R$ 21.200;   Vila Olímpia         
R$ 670.000; 1WTIR52;São Paulo;Rua Paim;Apartamento à venda em Bela Vista com 36 m², 1 quarto, 1 vaga;1;1;R$ 526; R$ 10,00 ;36;R$ 18.611;   Bela Vista         
R$ 510.000; OLBZCI;São Paulo;Rua Lomas Valentinas;Apartamento à venda em Saúde com 63 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 828; R$ 378,00 ;63;R$ 8.095;   Saúde         
R$ 910.000; 1FX0RXL;São Paulo;Rua Rodrigo Cláudio;Apartamento à venda em Aclimação com 65 m², 3 quartos, 1 vaga;1;2;R$ 776; R$ 15,67 ;65;R$ 14.000;   Aclimação         
R$ 970.000; 1MOWIZZ;São Paulo;Rua Fortunato Ferraz;Apartamento à venda em Lapa com 79 m², 2 quartos, 2 suítes, 2 vagas;2;3;R$ 600; R$ 116,67 ;79;R$ 12.278;   Lapa         
R$ 560.000; 14DNNYA;São Paulo;Rua Dona Antônia de Queirós;Apartamento à venda em Bela Vista com 35 m², 1 quarto, 1 vaga;1;1;R$ 590; R$ 43,00 ;35;R$ 16.000;   Bela Vista         
R$ 900.000; 14HVBHK;São Paulo;Alameda Lorena;Apartamento à venda em Jardim Paulista com 87 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 1.000; R$ 350,00 ;87;R$ 10.345;   Jardim Paulista       
R$ 1.559.400; 5XZD8N;São Paulo;Rua Bela Cintra;Apartamento à venda em Jardim América com 131 m², 3 quartos, 1 suíte, 1 vaga;1;3;R$ 1.200; R$ 362,00 ;131;R$ 11.904;   Jardim América         
R$ 667.000; QZVNX0;São Paulo;Avenida Nove de Julho;Apartamento à venda em Jardim Paulista com 49 m², 2 quartos, 1 vaga;1;1;R$ 900; R$ 2.200,00 ;49;R$ 13.612;   Jardim Paulista       
R$ 900.000; K8YQD1;São Paulo;Rua Pamplona;Apartamento à venda em Jardim Paulista com 110 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 1.000; R$ 281,00 ;110;R$ 8.182;   Jardim Paulista       
R$ 1.300.000; RQZ8UD;São Paulo;Avenida Mofarrej;Apartamento à venda em Vila Leopoldina com 121 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 750; R$ 450,00 ;121;R$ 10.744;   Vila Leopoldina       
R$ 1.290.000; 1B0C8NZ;São Paulo;Rua Casa do Ator;Apartamento à venda em Vila Olímpia com 94 m², 2 quartos, 1 suíte, 1 vaga;1;3;R$ 840; R$ 268,00 ;94;R$ 13.723;   Vila Olímpia         
R$ 740.000; RFP382;São Paulo;Rua Oscar Freire;Apartamento à venda em Pinheiros com 57 m², 1 quarto;0;1;R$ 500; R$ -   ;57;R$ 12.982;   Pinheiros       
R$ 595.000; 1UJU0DR;São Paulo;Rua Santa Catarina;Apartamento à venda em Tatuapé com 61 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 515; R$ 22,00 ;61;R$ 9.754;   Tatuapé         
R$ 700.000; T0HJEX;São Paulo;Rua Angá;Apartamento à venda em Vila Formosa com 77 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 430; R$ 64,00 ;77;R$ 9.091;   Vila Formosa       
R$ 1.190.000; 1AHDL8P;São Paulo;Rua Fernão Dias;Apartamento à venda em Pinheiros com 58 m², 1 quarto, 1 suíte, 1 vaga;1;1;R$ 800; R$ 100,00 ;58;R$ 20.517;   Pinheiros       
R$ 989.100; 1IRTRLY;São Paulo;Alameda Campinas;Apartamento à venda em Jardim Paulista com 95 m², 2 quartos, 1 vaga;1;2;R$ 807; R$ 188,00 ;95;R$ 10.412;   Jardim Paulista       
R$ 1.000.000; 1MZL45Y;São Paulo;Rua Apeninos;Apartamento à venda em Aclimação com 62 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 900; R$ 250,00 ;62;R$ 16.129;   Aclimação         
R$ 620.000; 1DQAU3E;São Paulo;Rua José Antônio Coelho;Apartamento à venda em Vila Mariana com 53 m², 2 quartos, 1 vaga;1;1;R$ 900; R$ 160,00 ;53;R$ 11.698;   Vila Mariana       
R$ 1.150.000; 1HI9X11;São Paulo;Rua Flórida;Apartamento à venda em Brooklin com 97 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 1.172; R$ 378,00 ;97;R$ 11.856;   Brooklin         
R$ 860.000; 3RBNO8;São Paulo;Avenida Celso Garcia;Apartamento à venda em Tatuapé com 67 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 560; R$ 108,33 ;67;R$ 12.836;   Tatuapé         
R$ 580.000; 1SP6P1W;São Paulo;Rua Bertioga;Apartamento à venda em Bosque da Saúde com 65 m², 2 quartos, 1 vaga;1;2;R$ 750; R$ 83,00 ;65;R$ 8.923;   Bosque da Saúde         
R$ 820.000; 7MTVJI;São Paulo;Rua Virgílio Várzea;Apartamento à venda em Itaim Bibi com 66 m², 1 quarto, 1 suíte, 1 vaga;1;2;R$ 950; R$ 230,00 ;66;R$ 12.424;   Itaim Bibi       
R$ 1.295.000; K6JN1T;São Paulo;Rua Nicolau Barreto;Apartamento à venda em Brooklin com 74 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 950; R$ 150,00 ;74;R$ 17.500;   Brooklin         
R$ 372.500; 1J0SX3Y;São Paulo;Rua Salto;Apartamento à venda em Paraíso com 33 m², 1 quarto, 1 suíte, 1 vaga;1;1;R$ 1.079; R$ 443,00 ;33;R$ 11.288;   Paraíso         
R$ 1.300.000; YSAL3D;São Paulo;Rua Fernandes Moreira;Apartamento à venda em Santo Amaro com 95 m², 2 quartos, 2 suítes, 2 vagas;2;3;R$ 750; R$ 290,00 ;95;R$ 13.684;   Santo Amaro         
R$ 450.000; 1OLQIK6;São Paulo;Rua Indiana;Apartamento à venda em Brooklin com 42 m², 1 quarto, 1 vaga;1;2;R$ 630; R$ -   ;42;R$ 10.714;   Brooklin         
R$ 890.000; 1HHORN8;São Paulo;Avenida Bosque da Saúde;Apartamento à venda em Bosque da Saúde com 87 m², 2 quartos, 1 suíte, 2 vagas;2;3;R$ 750; R$ 250,00 ;87;R$ 10.230;   Bosque da Saúde         
R$ 530.000; AWTD9T;São Paulo;Rua Maria Carolina;Apartamento à venda em Pinheiros com 24 m², 1 quarto, 1 suíte, 1 vaga;1;1;R$ 384; R$ 85,00 ;24;R$ 22.083;   Pinheiros       
R$ 1.170.000; 1UDDGGC;São Paulo;Alameda dos Nhambiquaras;Apartamento à venda em Moema Índios com 95 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 1.150; R$ 475,00 ;95;R$ 12.316;   Moema Índios       
R$ 550.000; BRGHSD;São Paulo;Rua da Consolação;Apartamento à venda em Jardim América com 30 m², 1 quarto, 1 vaga;1;1;R$ 650; R$ -   ;30;R$ 18.333;   Jardim América         
R$ 980.000; 1BP59NF;São Paulo;Rua França Pinto;Apartamento à venda em Vila Mariana com 88 m², 3 quartos, 1 suíte, 2 vagas;2;4;R$ 1.050; R$ 454,00 ;88;R$ 11.136;   Vila Mariana       
R$ 870.000; 7511E4;São Paulo;Rua Professor José Leite e Oiticica;Apartamento à venda em Brooklin com 63 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 620; R$ 150,00 ;63;R$ 13.810;   Brooklin         
R$ 1.600.000; 9LIIH8;São Paulo;Avenida Padre Antônio José dos Santos;Apartamento à venda em Brooklin com 115 m², 2 quartos, 2 suítes, 2 vagas;2;3;R$ 1.350; R$ 333,00 ;115;R$ 13.913;   Brooklin         
R$ 1.200.000; 184HN5O;São Paulo;Rua Cônego Eugênio Leite;Apartamento à venda em Pinheiros com 112 m², 3 quartos, 1 vaga;1;2;R$ 1.391; R$ 203,00 ;112;R$ 10.714;   Pinheiros       
R$ 530.000; VMEHAS;São Paulo;Rua Alves Guimarães;Apartamento à venda em Pinheiros com 32 m², 1 quarto;0;1;R$ 300; R$ -   ;32;R$ 16.563;   Pinheiros       
R$ 1.600.000; 15PB36K;São Paulo;Rua Pássaros e Flores;Apartamento à venda em Brooklin com 92 m², 2 quartos, 2 suítes, 2 vagas;2;2;R$ 932; R$ 500,00 ;92;R$ 17.391;   Brooklin         
R$ 240.000; 5II4IF;São Paulo;Rua Tânia Maria;Apartamento à venda em Penha com 53 m², 2 quartos, 1 vaga;1;1;R$ 380; R$ 58,00 ;53;R$ 4.528;   Penha       
R$ 1.145.000; 1MOOUCY;São Paulo;Rua Aleixo Garcia;Apartamento à venda em Vila Olímpia com 73 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 780; R$ 311,00 ;73;R$ 15.685;   Vila Olímpia         
R$ 1.599.000; 1F5ZCJ6;São Paulo;Avenida Cotovia;Apartamento à venda em Moema Pássaros com 87 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 1.573; R$ 428,00 ;87;R$ 18.379;   Moema Pássaros         
R$ 653.763; CSK219;São Paulo;Avenida Bosque da Saúde;Apartamento à venda em Saúde com 65 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 600; R$ 194,00 ;65;R$ 10.058;   Saúde         
R$ 1.100.000; 18YKMDJ;São Paulo;Rua Helena;Apartamento à venda em Brooklin com 63 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 650; R$ 200,00 ;63;R$ 17.460;   Brooklin         
R$ 1.680.000; BCQ8OJ;São Paulo;Rua da Consolação;Apartamento à venda em Jardim América com 95 m², 2 quartos, 2 suítes, 1 vaga;1;2;R$ 1.076; R$ 320,00 ;95;R$ 17.684;   Jardim América         
R$ 773.100; 1RTSFND;São Paulo;Avenida Nove de Julho;Apartamento à venda em Jardim Paulista com 48 m², 2 quartos, 1 vaga;1;1;R$ 780; R$ 228,00 ;48;R$ 16.106;   Jardim Paulista       
R$ 650.000; 82KT4M;São Paulo;Rua José Tavares de Siqueira;Apartamento à venda em Tatuapé com 67 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 380; R$ 54,00 ;67;R$ 9.701;   Tatuapé         
R$ 1.750.000; 6X29AW;São Paulo;Rua Almeida Torres;Apartamento à venda em Aclimação com 111 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 1.485; R$ 57,92 ;111;R$ 15.766;   Aclimação         
R$ 990.000; C5MDBJ;São Paulo;Avenida Padre Lebret;Apartamento à venda em Morumbi com 100 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 1.050; R$ 341,00 ;100;R$ 9.900;   Morumbi       
R$ 624.151; 1Q1366C;São Paulo;Rua Urussuí;Apartamento à venda em Itaim Bibi com 43 m², 1 quarto, 1 suíte, 1 vaga;1;2;R$ 760; R$ 230,00 ;43;R$ 14.515;   Itaim Bibi       
R$ 678.400; Q77TB4;São Paulo;Rua Ettore Ximenes;Apartamento à venda em Vila Prudente com 58 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 600; R$ 40,00 ;58;R$ 11.697;   Vila Prudente       
R$ 1.450.000; G1FZFE;São Paulo;Rua Coelho de Carvalho;Apartamento à venda em Alto de Pinheiros com 110 m², 2 quartos, 2 suítes, 2 vagas;2;3;R$ 1.200; R$ 430,00 ;110;R$ 13.182;   Alto de Pinheiros       
R$ 423.200; 1QNLKHL;São Paulo;Rua Álvaro Luís Roberto de Assumpção;Apartamento à venda em Campo Belo com 43 m², 1 quarto, 1 vaga;1;1;R$ 600; R$ -   ;43;R$ 9.842;   Campo Belo         
R$ 1.595.000; KKGTB3;São Paulo;Rua Loefgren;Apartamento à venda em Chácara Klabin com 92 m², 3 quartos, 1 suíte, 2 vagas;2;4;R$ 980; R$ 462,00 ;92;R$ 17.337;   Chácara Klabin         
R$ 1.680.000; 1Y2KWHI;São Paulo;Rua Pedroso Alvarenga;Apartamento à venda em Itaim Bibi com 125 m², 3 quartos, 1 suíte, 1 vaga;1;3;R$ 1.300; R$ 200,00 ;125;R$ 13.440;   Itaim Bibi       
R$ 799.000; 1SDRA1E;São Paulo;Rua Simão Álvares;Apartamento à venda em Pinheiros com 68 m², 2 quartos, 1 suíte;Indisponivel;2;R$ 634; R$ -   ;68;R$ 11.750;   Pinheiros       
R$ 468.000; 469Y7Y;São Paulo;Rua Domingos de Morais;Apartamento à venda em Vila Mariana com 40 m², 2 quartos, 1 vaga;1;1;R$ 640; R$ 1,00 ;40;R$ 11.700;   Vila Mariana       
R$ 450.000; 14XPJVU;São Paulo;Rua Cirino de Abreu;Apartamento à venda em Penha com 66 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 450; R$ 75,00 ;66;R$ 6.818;   Penha       
R$ 981.000; 1NG0XYT;São Paulo;Rua Professor José Leite e Oiticica;Apartamento à venda em Brooklin com 69 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 900; R$ 128,00 ;69;R$ 14.217;   Brooklin         
R$ 650.000; 122I1JB;São Paulo;Avenida Rebouças;Apartamento à venda em Pinheiros com 31 m², 1 quarto, 1 suíte;0;1;R$ 443; R$ 100,00 ;31;R$ 20.968;   Pinheiros       
R$ 1.650.000; 1UR1QHR;São Paulo;Rua Doutor Bacelar;Apartamento à venda em Bosque da Saúde com 97 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 1.180; R$ 350,00 ;97;R$ 17.010;   Bosque da Saúde         
R$ 749.000; 171BNVK;São Paulo;Avenida Bosque da Saúde;Apartamento à venda em Bosque da Saúde com 87 m², 3 quartos, 1 suíte, 2 vagas;2;4;R$ 550; R$ 88,00 ;87;R$ 8.609;   Bosque da Saúde         
R$ 511.000; 142MF32;São Paulo;Rua Diana;Apartamento à venda em Perdizes com 44 m², 1 quarto, 1 vaga;1;1;R$ 599; R$ 120,00 ;44;R$ 11.614;   Perdizes       
R$ 750.000; 1EPB4N9;São Paulo;Rua Catulo da Paixão Cearense;Apartamento à venda em Saúde com 96 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 1.300; R$ 280,00 ;96;R$ 7.813;   Saúde         
R$ 1.150.000; 1RGYWZR;São Paulo;Rua Tebas;Apartamento à venda em Campo Belo com 83 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 750; R$ 266,00 ;83;R$ 13.855;   Campo Belo         
R$ 391.920; 1GRF9WP;São Paulo;Rua Retiro;Apartamento à venda em Tatuapé com 47 m², 2 quartos, 1 vaga;1;1;R$ 380; R$ -   ;47;R$ 8.339;   Tatuapé         
R$ 1.395.000; 1QFZWDC;São Paulo;Rua Jaci;Apartamento à venda em Bosque da Saúde com 104 m², 3 quartos, 2 suítes, 2 vagas;2;2;R$ 950; R$ 354,00 ;104;R$ 13.413;   Bosque da Saúde         
R$ 1.150.000; 1G73IYM;São Paulo;Rua da Consolação;Apartamento à venda em Jardim América com 80 m², 2 quartos, 1 vaga;1;2;R$ 660; R$ -   ;80;R$ 14.375;   Jardim América         
R$ 1.500.000; O79QTZ;São Paulo;Alameda Franca;Apartamento à venda em Jardim América com 114 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 1.400; R$ 183,00 ;114;R$ 13.158;   Jardim América         
R$ 610.000; 2B2SMX;São Paulo;Rua Alves Guimarães;Apartamento à venda em Vila Madalena com 30 m², 1 quarto, 1 vaga;1;1;R$ 540; R$ 198,00 ;30;R$ 20.333;   Vila Madalena         
R$ 590.000; 1F3D70G;São Paulo;Rua Catumbi;Apartamento à venda em Belém com 65 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 550; R$ 83,00 ;65;R$ 9.077;   Belém         
R$ 905.000; 6MLPQA;São Paulo;Rua Roque Petrella;Apartamento à venda em Brooklin com 100 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 870; R$ 379,00 ;100;R$ 9.050;   Brooklin         
R$ 970.000; KMPAWC;São Paulo;Rua Cristiano Viana;Apartamento à venda em Pinheiros com 70 m², 2 quartos, 1 suíte, 2 vagas;2;3;R$ 1.300; R$ 265,00 ;70;R$ 13.857;   Pinheiros       
R$ 1.100.000; 1BLYO7H;São Paulo;Rua Pires da Mota;Apartamento à venda em Aclimação com 97 m², 4 quartos, 1 suíte, 1 vaga;1;3;R$ 888; R$ 257,00 ;97;R$ 11.340;   Aclimação         
R$ 1.460.000; WBCJ25;São Paulo;Avenida Raimundo Pereira de Magalhães;Apartamento à venda em Lapa com 134 m², 3 quartos, 2 suítes, 2 vagas;2;2;R$ 1.297; R$ 520,00 ;134;R$ 10.896;   Lapa         
R$ 1.700.000; 1YMMJJ9;São Paulo;Rua Marcos Lopes;Apartamento à venda em Moema Pássaros com 68 m², 1 quarto, 1 suíte, 1 vaga;1;2;R$ 1.058; R$ 315,00 ;68;R$ 25.000;   Moema Pássaros         
R$ 695.000; 12VD5GV;São Paulo;Avenida Nove de Julho;Apartamento à venda em Jardim Paulista com 68 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 780; R$ 107,00 ;68;R$ 10.221;   Jardim Paulista       
R$ 1.034.370; XNVHSN;São Paulo;Rua Pensilvânia;Apartamento à venda em Brooklin com 73 m², 1 quarto, 1 suíte, 1 vaga;1;2;R$ 800; R$ 125,00 ;73;R$ 14.169;   Brooklin         
